Nº,User,Tipo de perfil,Concatenar Instagram Link,Categoria,Fonte,Status
154,mayafrota,Pessoal,https://www.instagram.com/mayafrota,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
155,tatafurtado,Pessoal,https://www.instagram.com/tatafurtado,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
156,sassarocha,Pessoal,https://www.instagram.com/sassarocha,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
157,natanbalieiro,Pessoal,https://www.instagram.com/natanbalieiro,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
158,otaviomesquita,Pessoal,https://www.instagram.com/otaviomesquita,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
159,penelopyjean,Pessoal,https://www.instagram.com/penelopyjean,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
160,djaronabikzer,Pessoal,https://www.instagram.com/djaronabikzer,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
161,mariobeckman,Pessoal,https://www.instagram.com/mariobeckman,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
162,candicefragosofestas,Pessoal,https://www.instagram.com/candicefragosofestas,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
163,hwmens,Pessoal,https://www.instagram.com/hwmens,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
164,homens_prazer,Pessoal,https://www.instagram.com/homens_prazer,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
165,gloriafperez,Pessoal,https://www.instagram.com/gloriafperez,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
166,elgafigueiredo,Pessoal,https://www.instagram.com/elgafigueiredo,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
167,reyvercosa,Pessoal,https://www.instagram.com/reyvercosa,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
168,euleopida,Pessoal,https://www.instagram.com/euleopida,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
169,renanpollak,Pessoal,https://www.instagram.com/renanpollak,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
170,paguimaraess,Pessoal,https://www.instagram.com/paguimaraess,Entretenimento,https://www.affable.ai/ranking/entertainment-influencers-brazil-instagram,Aguardando extração
171,thaislamarques,Pessoal,https://www.instagram.com/thaislamarques,Maquiagem,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
172,martaflores.pt,Pessoal,https://www.instagram.com/martaflores.pt,Maquiagem,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
173,almeida.iasmin,Pessoal,https://www.instagram.com/almeida.iasmin,Maquiagem,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
174,lyviaroberta_,Pessoal,https://www.instagram.com/lyviaroberta_,Lifestytle,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
175,biancadacias,Pessoal,https://www.instagram.com/biancadacias,Moda,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
176,joanaccanteiro,Pessoal,https://www.instagram.com/joanaccanteiro,Lifestytle,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
177,miarelogio,Pessoal,https://www.instagram.com/miarelogio,Lifestytle,https://www.inbeat.co/top-influencers/instagram/bloggers/brazil/,Aguardando extração
178,alexh.carvalho,Pessoal,https://www.instagram.com/alexh.carvalho,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
179,camilaglatthardt,Pessoal,https://www.instagram.com/camilaglatthardt,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
180,onirablac,Pessoal,https://www.instagram.com/onirablac,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
181,audhreysf,Pessoal,https://www.instagram.com/audhreysf,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
182,jvmartinsa,Pessoal,https://www.instagram.com/jvmartinsa,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
183,coisamaislinda,Pessoal,https://www.instagram.com/coisamaislinda,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
184,izabella.aguiar_,Pessoal,https://www.instagram.com/izabella.aguiar_,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
185,natashapugliesi,Pessoal,https://www.instagram.com/natashapugliesi,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
186,alinecalheirosb,Pessoal,https://www.instagram.com/alinecalheirosb,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
187,willyrodriguess,Pessoal,https://www.instagram.com/willyrodriguess,Influencers do Rio de Janeiro,https://www.inbeat.co/top-influencers/instagram/brazil/rio-de-janeiro/,Aguardando extração
188,anapaulasiebert,Pessoal,https://www.instagram.com/anapaulasiebert,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
189,claudiabartelle,Pessoal,https://www.instagram.com/claudiabartelle,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
190,fatimascarpa,Pessoal,https://www.instagram.com/fatimascarpa,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
191,lalarudge,Pessoal,https://www.instagram.com/lalarudge,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
192,neyzona,Pessoal,https://www.instagram.com/neyzona,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
193,nativozza,Pessoal,https://www.instagram.com/nativozza,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
194,robfreitas,Pessoal,https://www.instagram.com/robfreitas,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
195,sabrinasato,Pessoal,https://www.instagram.com/sabrinasato,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
196,silviabraz,Pessoal,https://www.instagram.com/silviabraz,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
197,thassianaves,Pessoal,https://www.instagram.com/thassianaves,Moda,https://glamurama.uol.com.br/comportamento/10-digital-influencers-brasileiras-que-agitam-o-mercado-e-as-redes-sociais/,Aguardando extração
198,louisemilanez,Pessoal,https://www.instagram.com/louisemilanez,UGC,Navegação Reels 07/11/2023,Aguardando extração
199,engenheirosdozero,Pessoal,https://www.instagram.com/engenheirosdozero,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
200,felipenomad,Pessoal,https://www.instagram.com/felipenomad,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
201,gabsbot,Pessoal,https://www.instagram.com/gabsbot,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
202,lutt0_,Pessoal,https://www.instagram.com/lutt0_,Música,Navegação Reels 07/11/2023,Aguardando extração
203,lorenaruizfernandes,Pessoal,https://www.instagram.com/lorenaruizfernandes,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
204,rafinha.design,Pessoal,https://www.instagram.com/rafinha.design,Marketing,Navegação Reels 07/11/2023,Aguardando extração
205,psifealmeida,Pessoal,https://www.instagram.com/psifealmeida,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
206,poli_freire,Pessoal,https://www.instagram.com/poli_freire,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
207,alvaciresendephd,Pessoal,https://www.instagram.com/alvaciresendephd,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
208,ninatalks,Pessoal,https://www.instagram.com/ninatalks,Marketing,Navegação Reels 07/11/2023,Aguardando extração
209,aquela.guriaa,Pessoal,https://www.instagram.com/aquela.guriaa,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
210,soulbaker_,Pessoal,https://www.instagram.com/soulbaker_,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
211,faveladoinvestidor,Pessoal,https://www.instagram.com/faveladoinvestidor,Finanças,Navegação Reels 07/11/2023,Aguardando extração
212,davidbargom,Pessoal,https://www.instagram.com/davidbargom,Marketing,Navegação Reels 07/11/2023,Aguardando extração
213,gustavomee,Pessoal,https://www.instagram.com/gustavomee,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
214,fernanda.ruzza,Pessoal,https://www.instagram.com/fernanda.ruzza,Marketing,Navegação Reels 07/11/2023,Aguardando extração
215,lorenademettrio,Pessoal,https://www.instagram.com/lorenademettrio,Moda,Navegação Reels 07/11/2023,Aguardando extração
216,igorocha_,Pessoal,https://www.instagram.com/igorocha_,Religião,Navegação Reels 07/11/2023,Aguardando extração
217,vagnerfinato,Pessoal,https://www.instagram.com/vagnerfinato,Finanças,Navegação Reels 07/11/2023,Aguardando extração
218,nosenossoape504,Pessoal,https://www.instagram.com/nosenossoape504,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
219,dev_gusta,Pessoal,https://www.instagram.com/dev_gusta,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
220,pewdro.design,Pessoal,https://www.instagram.com/pewdro.design,Marketing,Navegação Reels 07/11/2023,Aguardando extração
221,va_designer,Pessoal,https://www.instagram.com/va_designer,Marketing,Navegação Reels 07/11/2023,Aguardando extração
222,mundodavelocidade,Página / Canal / Blog,https://www.instagram.com/mundodavelocidade,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
223,alepratesoficial,Pessoal,https://www.instagram.com/alepratesoficial,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
224,black.bankers,Pessoal,https://www.instagram.com/black.bankers,Finanças,Navegação Reels 07/11/2023,Aguardando extração
225,esthertimoteo,Pessoal,https://www.instagram.com/esthertimoteo,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
226,eng.anaamallia,Pessoal,https://www.instagram.com/eng.anaamallia,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
227,patricialagesoficial,Pessoal,https://www.instagram.com/patricialagesoficial,Finanças,Navegação Reels 07/11/2023,Aguardando extração
228,leticia.mecanica,Pessoal,https://www.instagram.com/leticia.mecanica,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
229,gleeibnss,Pessoal,https://www.instagram.com/gleeibnss,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
230,agarotadeproduto,Pessoal,https://www.instagram.com/agarotadeproduto,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
231,amercavalcant,Pessoal,https://www.instagram.com/amercavalcant,Natureza,Navegação Reels 07/11/2023,Aguardando extração
232,pushmatcha,Marca,https://www.instagram.com/pushmatcha,Bebidas,Navegação Reels 07/11/2023,Aguardando extração
233,jurandirsilvar,Pessoal,https://www.instagram.com/jurandirsilvar,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
234,tudinhoparasuacasa,Marca,https://www.instagram.com/tudinhoparasuacasa,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
235,danilo.engenheiro,Pessoal,https://www.instagram.com/danilo.engenheiro,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
236,fizgodigital,Marca,https://www.instagram.com/fizgodigital,Marketing,Navegação Reels 07/11/2023,Aguardando extração
237,pb_pacifico,Pessoal,https://www.instagram.com/pb_pacifico,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
238,rafaelapovoa_,Pessoal,https://www.instagram.com/rafaelapovoa_,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
239,t4vistorias,Marca,https://www.instagram.com/t4vistorias,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
240,bloomberglineabrasil,Página / Canal / Blog,https://www.instagram.com/bloomberglineabrasil,Finanças,Navegação Reels 07/11/2023,Aguardando extração
241,farialima.estagiario,Página / Canal / Blog,https://www.instagram.com/farialima.estagiario,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
242,brunasimoesarquitetura,Pessoal,https://www.instagram.com/brunasimoesarquitetura,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
243,vianamaa,Pessoal,https://www.instagram.com/vianamaa,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
244,reisrt_andre,Pessoal,https://www.instagram.com/reisrt_andre,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
245,mululoequipe,Página / Canal / Blog,https://www.instagram.com/mululoequipe,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
246,russa_no_acre,Pessoal,https://www.instagram.com/russa_no_acre,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
247,brunooliveiraoficial,Pessoal,https://www.instagram.com/brunooliveiraoficial,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
248,silkatelierrj,Marca,https://www.instagram.com/silkatelierrj,Marketing,Navegação Reels 07/11/2023,Aguardando extração
249,julia.friendly,Pessoal,https://www.instagram.com/julia.friendly,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
250,gisa.on,Pessoal,https://www.instagram.com/gisa.on,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
251,matheusmendesss,Pessoal,https://www.instagram.com/matheusmendesss,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
252,procrastinando.br,Página / Canal / Blog,https://www.instagram.com/procrastinando.br,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
253,millys_rodrigues,Pessoal,https://www.instagram.com/millys_rodrigues,Educação,Navegação Reels 07/11/2023,Aguardando extração
254,ilustralle,Marca,https://www.instagram.com/ilustralle,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
255,binhara,Pessoal,https://www.instagram.com/binhara,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
256,jaciaralacerdac,Pessoal,https://www.instagram.com/jaciaralacerdac,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
257,zoasca,Pessoal,https://www.instagram.com/zoasca,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
258,rodrigolopesempreendedor,Pessoal,https://www.instagram.com/rodrigolopesempreendedor,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
259,amandastellac,Pessoal,https://www.instagram.com/amandastellac,Educação,Navegação Reels 07/11/2023,Aguardando extração
260,kiyomi.therapy,Pessoal,https://www.instagram.com/kiyomi.therapy,Saúde,Navegação Reels 07/11/2023,Aguardando extração
261,abrunamarieli,Pessoal,https://www.instagram.com/abrunamarieli,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
262,clubedoporkinho,Página / Canal / Blog,https://www.instagram.com/clubedoporkinho,Marketing,Navegação Reels 07/11/2023,Aguardando extração
263,eufabicaruso,Pessoal,https://www.instagram.com/eufabicaruso,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
264,casamento_gastandopouco,Página / Canal / Blog,https://www.instagram.com/casamento_gastandopouco,Casamento,Navegação Reels 07/11/2023,Aguardando extração
265,deolhonaengenharia,Página / Canal / Blog,https://www.instagram.com/deolhonaengenharia,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
266,sociedade.visionaria,Página / Canal / Blog,https://www.instagram.com/sociedade.visionaria,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
267,_andreyray,Pessoal,https://www.instagram.com/_andreyray,Esportes,Navegação Reels 07/11/2023,Aguardando extração
268,biscoitoseno,Pessoal,https://www.instagram.com/biscoitoseno,DIY / Artesanato / Invenções,Navegação Reels 07/11/2023,Aguardando extração
269,mazzola,Pessoal,https://www.instagram.com/mazzola,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
270,euvivianesabino,Pessoal,https://www.instagram.com/euvivianesabino,Marketing,Navegação Reels 07/11/2023,Aguardando extração
271,cafecomjas,Pessoal,https://www.instagram.com/cafecomjas,Fitness,Navegação Reels 07/11/2023,Aguardando extração
272,casadalility,Pessoal,https://www.instagram.com/casadalility,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
273,aranhahue,Página / Canal / Blog,https://www.instagram.com/aranhahue,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
274,rapoutcontext,Página / Canal / Blog,https://www.instagram.com/rapoutcontext,Música,Navegação Reels 07/11/2023,Aguardando extração
275,gabrielasobral,Pessoal,https://www.instagram.com/gabrielasobral,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
276,pulamuralha,Pessoal,https://www.instagram.com/pulamuralha,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
277,covilgb,Marca,https://www.instagram.com/covilgb,Games,Navegação Reels 07/11/2023,Aguardando extração
278,moonlunarxy,Pessoal,https://www.instagram.com/moonlunarxy,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
279,cleannew,Marca,https://www.instagram.com/cleannew,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
280,oestagiariodati,Página / Canal / Blog,https://www.instagram.com/oestagiariodati,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
281,kevynieduardo,Pessoal,https://www.instagram.com/kevynieduardo,Marketing,Navegação Reels 07/11/2023,Aguardando extração
282,abarbaratorres,Pessoal,https://www.instagram.com/abarbaratorres,Marketing,Navegação Reels 07/11/2023,Aguardando extração
283,luizfernandoroxo,Pessoal,https://www.instagram.com/luizfernandoroxo,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
284,thiagorodrigopsiquiatra,Pessoal,https://www.instagram.com/thiagorodrigopsiquiatra,Saúde,Navegação Reels 07/11/2023,Aguardando extração
285,edderdiaz,Pessoal,https://www.instagram.com/edderdiaz,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
286,juliarmazevedo,Pessoal,https://www.instagram.com/juliarmazevedo,Esportes,Navegação Reels 07/11/2023,Aguardando extração
287,gleicysaccoman,Pessoal,https://www.instagram.com/gleicysaccoman,Família,Navegação Reels 07/11/2023,Aguardando extração
288,anacarolinavcp,Pessoal,https://www.instagram.com/anacarolinavcp,Família,Navegação Reels 07/11/2023,Aguardando extração
289,achadosdalila.br,Página / Canal / Blog,https://www.instagram.com/achadosdalila.br,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
290,andressapossamai,Pessoal,https://www.instagram.com/andressapossamai,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
291,anajessuptravels,Pessoal,https://www.instagram.com/anajessuptravels,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
292,mariperzi,Pessoal,https://www.instagram.com/mariperzi,Marketing,Navegação Reels 07/11/2023,Aguardando extração
293,seguindo.gurus,Pessoal,https://www.instagram.com/seguindo.gurus,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
294,brancaaf_,Pessoal,https://www.instagram.com/brancaaf_,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
295,nosrestaviajar,Página / Canal / Blog,https://www.instagram.com/nosrestaviajar,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
296,thalytakoller,Pessoal,https://www.instagram.com/thalytakoller,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
297,caxa_pinturas,Marca,https://www.instagram.com/caxa_pinturas,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
298,telinhoborges73,Página / Canal / Blog,https://www.instagram.com/telinhoborges73,Marketing,Navegação Reels 07/11/2023,Aguardando extração
299,oficialthecereal,Marca,https://www.instagram.com/oficialthecereal,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
300,trade.de.livro,Pessoal,https://www.instagram.com/trade.de.livro,Finanças,Navegação Reels 07/11/2023,Aguardando extração
301,fernandafeitoza,Pessoal,https://www.instagram.com/fernandafeitoza,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
302,vitoriacardosogomez,Pessoal,https://www.instagram.com/vitoriacardosogomez,Família,Navegação Reels 07/11/2023,Aguardando extração
303,neuro.nutri,Pessoal,https://www.instagram.com/neuro.nutri,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
304,drguilhermeneif,Pessoal,https://www.instagram.com/drguilhermeneif,Educação,Navegação Reels 07/11/2023,Aguardando extração
305,resultoconsultorias,Pessoal,https://www.instagram.com/resultoconsultorias,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
306,daricanela,Pessoal,https://www.instagram.com/daricanela,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
307,devcomcafe_,Página / Canal / Blog,https://www.instagram.com/devcomcafe_,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
308,collection.arq,Página / Canal / Blog,https://www.instagram.com/collection.arq,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
309,vivamkt_,Página / Canal / Blog,https://www.instagram.com/vivamkt_,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
310,idrackxx,Pessoal,https://www.instagram.com/idrackxx,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
311,nicolefreya_,Pessoal,https://www.instagram.com/nicolefreya_,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
312,vanderziin,Pessoal,https://www.instagram.com/vanderziin,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
313,leandrofigueiredolf,Pessoal,https://www.instagram.com/leandrofigueiredolf,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
314,rodrigosantinelli,Pessoal,https://www.instagram.com/rodrigosantinelli,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
315,quemelepuxou,Pessoal,https://www.instagram.com/quemelepuxou,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
316,bycomprascriativas,Página / Canal / Blog,https://www.instagram.com/bycomprascriativas,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
317,larapgarcia,Pessoal,https://www.instagram.com/larapgarcia,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
318,thomasshelbysosia,Pessoal,https://www.instagram.com/thomasshelbysosia,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
319,lbc.ink,Pessoal,https://www.instagram.com/lbc.ink,Tatuagens / Piercings,Navegação Reels 07/11/2023,Aguardando extração
320,academiadouniversitario,Página / Canal / Blog,https://www.instagram.com/academiadouniversitario,Educação,Navegação Reels 07/11/2023,Aguardando extração
321,aakkari,Pessoal,https://www.instagram.com/aakkari,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
322,descobriporai.com.br,Pessoal,https://www.instagram.com/descobriporai.com.br,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
323,jesskedima,Pessoal,https://www.instagram.com/jesskedima,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
324,juh.schramm,Pessoal,https://www.instagram.com/juh.schramm,Marketing,Navegação Reels 07/11/2023,Aguardando extração
325,gleicegabriel_,Pessoal,https://www.instagram.com/gleicegabriel_,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
326,douglasviegas,Pessoal,https://www.instagram.com/douglasviegas,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
327,sociedade.visionaria,Página / Canal / Blog,https://www.instagram.com/sociedade.visionaria,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
328,sagadogordinho,Pessoal,https://www.instagram.com/sagadogordinho,Fitness,Navegação Reels 07/11/2023,Aguardando extração
329,felipesantolini,Pessoal,https://www.instagram.com/felipesantolini,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
330,corleone.mp4,Página / Canal / Blog,https://www.instagram.com/corleone.mp4,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
331,hiiagocoelho,Página / Canal / Blog,https://www.instagram.com/hiiagocoelho,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
332,laarivalzacchi,Pessoal,https://www.instagram.com/laarivalzacchi,Moda,Navegação Reels 07/11/2023,Aguardando extração
333,bianca.politecnica,Pessoal,https://www.instagram.com/bianca.politecnica,Educação,Navegação Reels 07/11/2023,Aguardando extração
334,itsrenatasilva,Pessoal,https://www.instagram.com/itsrenatasilva,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
335,francomansur,Pessoal,https://www.instagram.com/francomansur,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
336,carperformance.com.br,Página / Canal / Blog,https://www.instagram.com/carperformance.com.br,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
337,oficialmanualjr,Página / Canal / Blog,https://www.instagram.com/oficialmanualjr,Esportes,Navegação Reels 07/11/2023,Aguardando extração
338,juliogamer119,Pessoal,https://www.instagram.com/juliogamer119,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
339,made_in_bailao,Página / Canal / Blog,https://www.instagram.com/made_in_bailao,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
340,deverik_,Pessoal,https://www.instagram.com/deverik_,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
341,juhblz,Pessoal,https://www.instagram.com/juhblz,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
342,pinhastudio,Pessoal,https://www.instagram.com/pinhastudio,Marketing,Navegação Reels 07/11/2023,Aguardando extração
343,verdadeinexplicavel,Página / Canal / Blog,https://www.instagram.com/verdadeinexplicavel,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
344,gustavooliveirag,Pessoal,https://www.instagram.com/gustavooliveirag,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
345,marceneiroforadacurva,Pessoal,https://www.instagram.com/marceneiroforadacurva,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
346,arq_nayanne,Pessoal,https://www.instagram.com/arq_nayanne,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
347,pewdro.design,Pessoal,https://www.instagram.com/pewdro.design,Marketing,Navegação Reels 07/11/2023,Aguardando extração
348,fs_negao,Pessoal,https://www.instagram.com/fs_negao,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
349,nataliabeauty,Pessoal,https://www.instagram.com/nataliabeauty,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
350,radioalphafm,Marca,https://www.instagram.com/radioalphafm,Música,Navegação Reels 07/11/2023,Aguardando extração
351,waffle.suricake,Marca,https://www.instagram.com/waffle.suricake,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
352,apriscilla.guerra,Pessoal,https://www.instagram.com/apriscilla.guerra,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
